category1,category2,product,price
周邊館,不斷電系統 UPS,Innergie PowerJoy 30D 30瓦雙孔USB-C極速車充/USB-C&USB-A雙孔充電/不限品牌皆快充,$790
周邊館,不斷電系統 UPS,Innergie PowerJoy Pro 24/24瓦雙USB極速充電器/雙孔各2.4A大電流輸出/相容於iOS與Android/通過BSMI,$690
周邊館,不斷電系統 UPS,Innergie PowerCombo Go Hub 1+3延長型智能USB極速車充/4孔共9.6A大電流輸出/延長型前後座充電,$990
周邊館,不斷電系統 UPS,Innergie LifeHub Plus 3-USBs 極速快充電源分享器/3孔各2.4A大電流輸出/全長3米/智慧偵測iOS.Android快充,"$1,150"
周邊館,不斷電系統 UPS,Innergie 18W 18瓦 USB-C 充電連接器/極速充電/Innergie筆電充電器專屬配件/筆電、手機二合一充電,$690
周邊館,不斷電系統 UPS,Innergie WizardTip 筆電專屬USB極速充電連接器/2.4A大電流輸出/Innergie筆電充電器專屬配件/筆電、手機二合一充電,$390
周邊館,不斷電系統 UPS,Innergie PowerJoy Plus 17 17瓦雙USB快速充電器/雙孔3.4A大電流輸出/相容於iOS與Android/通過BSMI認證,$490
周邊館,不斷電系統 UPS,Innergie MagiCable USB-C to HDMI Multiport Adapter(灰色)/HDMIx1.USB 3.1x1.USB-Cx1/支援4Kx2K,"$1,490"
周邊館,不斷電系統 UPS,CyberPower CP650HGa/650VA/375W/離線式/USB監控/2年保,"$1,600"
周邊館,不斷電系統 UPS,艾比希APC BV1000-TW 在線互動式不斷電系統/二年保,"$1,800"
周邊館,外接盒/抽取盒/改裝配件,宏正 ATEN VS94A 4埠VGA 螢幕分配器 / 四台螢幕同步顯示,"$1,148"
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM 2.5吋 USB 3.0硬碟外接盒-黑(V25U3),$249
周邊館,外接盒/抽取盒/改裝配件,NZXT 改裝配件CB-LED10-BU LED 線材套件-100cm-藍色,$390
周邊館,外接盒/抽取盒/改裝配件,NZXT 改裝配件CB-LED20-GR LED 線材套件-200cm-綠色,$590
周邊館,外接盒/抽取盒/改裝配件,NZXT 改裝配件CB-LED20-BU LED 線材套件-200cm-藍色,$590
周邊館,外接盒/抽取盒/改裝配件,亞齊慷archgon MH-2231-U3V3 2.5吋 USB3.0 鋁合金 SATA硬碟外接盒 Sphere V,$499
周邊館,外接盒/抽取盒/改裝配件,亞齊慷archgon MH-2671-U3-B 2.5吋USB3.0 SATA硬碟外接盒 7mm-黑色,$649
周邊館,外接盒/抽取盒/改裝配件,亞齊慷archgon MH-2672-U3-W 2.5吋 USB3.0 SATA 硬碟外接盒7mm-白,$449
周邊館,外接盒/抽取盒/改裝配件,亞齊慷archgon MH-2619-U3-W 2.5吋 USB 3.0 硬碟外接盒-白,$439
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM 2.5/3.5吋 SATA 硬碟外接盒USB3.0(S1-DS6G),$589
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM 2.5吋/3.5吋外接硬碟座 帶USB3.0HUB(S1-U3H 6G),$854
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM 2.5吋/3.5吋雙用硬碟座/USB3.0 拷貝機(S2-U3C6G PLUS),$990
周邊館,外接盒/抽取盒/改裝配件,創見Transcend CM80 M.2 SSD外接盒/支援USB Type-A+支援Type-C埠,$850
周邊館,外接盒/抽取盒/改裝配件,美商艾湃電競 Apexgaming 桌上型電動升降桌 EDR-3612 黑色,"$8,290"
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM PCI-E 硬碟外接盒 Type-C接口/支援m.2 NVMe ssd/一年保固,"$1,190"
周邊館,外接盒/抽取盒/改裝配件,Awesome USB3.1 Gen2 NVMe PCIe SSD 外接盒(銀) AWD-CV-NVMEM2-SLV,"$1,380"
周邊館,外接盒/抽取盒/改裝配件,CyberSLIM 2.5吋 USB 3.0硬碟外接盒-白(V25U3),$249
周邊館,外接盒/抽取盒/改裝配件,AKiTiO Node Pro 顯卡轉接盒 (Thunderbolt3轉PCIe/1個 PCIe(x16)插槽/內建500W SFX電源),"$13,800"
周邊館,外接盒/抽取盒/改裝配件,創見Transcend TS0GSJ25S3 2.5吋 USB 3.0硬碟外接盒,$360
周邊館,外接盒/抽取盒/改裝配件,華碩ROG Strix Arion M.2 NVMe SSD 外接盒/支援 ASUS Aura Sync RGB/鋁合金外殼,"$1,990"
周邊館,手寫板及繪圖板,Wacom PTH-651/K1-C (K1)Intous Pro 專業版 Touch Medium繪圖板(黑),"$11,900"
周邊館,手寫板及繪圖板,Wacom PTH-451/S1-C Intous Pro 專業板Touch Small 繪圖板(黑),"$7,900"
周邊館,手寫板及繪圖板,WACOM CTH-690/K0-CX Intuos Art 藝術創意觸控繪圖板-經典黑（中）,"$6,600"
周邊館,手寫板及繪圖板,WACOM CTH-490/B0-CX Intuos Art 藝術創意觸控繪圖板-時尚藍（小）,"$3,600"
周邊館,手寫板及繪圖板,WACOM CTH-490/K2-CX Intuos Photo 相片創意觸控繪圖板-經典黑（小）MAC版,"$3,600"
周邊館,手寫板及繪圖板,WACOM DTH-1620/K3-C (Cintiq Pro 16觸控繪圖螢幕),"$57,750"
周邊館,手寫板及繪圖板,Wacom Cintiq 27QHD Touch 專業繪圖液晶螢幕 (DTH-2700/K0-C),"$103,000"
周邊館,手寫板及繪圖板,Wacom Cintiq 16 可調式腳架,"$2,990"
周邊館,手寫板及繪圖板,Wacom Cintiq 24 可調式腳架,"$19,900"
周邊館,手寫板及繪圖板,Wacom Cintiq Pro 32 Ergo 可調式腳架,"$19,900"
周邊館,視訊/行車記錄/攝影機,羅技Logitech C615 HD 視訊攝影機 /Full HD 1080p 錄影/8百萬像素/頂級自動對焦功能,"$2,390"
周邊館,視訊/行車記錄/攝影機,羅技Logitech C920r HD Pro 網路攝影機/Full HD 1080p 視訊通話/內建H.264 視訊壓縮技術,"$2,690"
周邊館,視訊/行車記錄/攝影機,羅技Logitech ConferenceCam Connect 會議攝影機,"$15,999"
周邊館,視訊/行車記錄/攝影機,羅技Logitech PTZ Pro Camera 會議視訊攝影機,"$24,990"
周邊館,視訊/行車記錄/攝影機,微軟 LifeCam Cinema 網路攝影機 V2,"$2,490"
周邊館,視訊/行車記錄/攝影機,微軟Microsoft LifeCam HD-3000 網路攝影機 V2/720p HD 16:9寬螢幕視訊/ TrueColor 技術,"$1,290"
周邊館,視訊/行車記錄/攝影機,微軟Microsoft LifeCam Studio 網路攝影機 V2/1080p HD感應/360度旋轉,"$2,990"
周邊館,視訊/行車記錄/攝影機,羅技Logitech Webcam C930e 視訊攝影機 /RightLight 技術和自動對焦/畫面平移.傾斜和變焦/高清1080p.30 fps,"$3,190"
周邊館,視訊/行車記錄/攝影機,圓剛 GC530 HD遊戲錄影盒/免電腦擷取1080p畫面/錄影，擷取，旁白講評,"$3,690"
周邊館,視訊/行車記錄/攝影機,圓剛 AVerMedia ER310 HDMI超級錄影王,"$3,990"
周邊館,視訊/行車記錄/攝影機,圓剛 ER130 HD錄影盒/可立即回播並擷取精彩片段/ 即時.定時 錄影行程安排,"$2,290"
周邊館,視訊/行車記錄/攝影機,羅技Logitech MEETUP 視訊會議攝影機,"$37,500"
周邊館,視訊/行車記錄/攝影機,圓剛 LGP2 4K實況擷取盒 GC513/一鍵即錄 免電腦/隨插即用,"$3,590"
周邊館,視訊/行車記錄/攝影機,雷蛇Razer Kiyo 清姬 環狀光視訊攝影機/專為直播設計/12 LED 1080p full hd/LEDx 12/全向收音/RZ19-02320100-R3M1僅拆封【福利品出清】,"$3,499"
周邊館,視訊/行車記錄/攝影機,圓剛AVerMedia BU111 免驅動SDI專業擷取器 ExtremeCap SDI,"$6,999"
周邊館,視訊/行車記錄/攝影機,圓剛AverMedia GC551 LGX2 個性化實況擷取盒/搭配獨家直播軟體RECentral/USB3.1 直播超低延遲/,"$3,990"
周邊館,視訊/行車記錄/攝影機,圓剛AverMedia Live Gamer ULTRA GC553 4K實況擷取盒,"$4,590"
周邊館,視訊/行車記錄/攝影機,羅技Logitech BRIO 4K HD 網路攝影機/4K Ultra HD視訊/紅外線偵測與使用Windows Hello/RightLight™ 3 HDR技術,"$6,790"
周邊館,視訊/行車記錄/攝影機,GoPro HERO7 Black 攝影機 CHDHX-701-RW,"$15,900"
周邊館,視訊/行車記錄/攝影機,360小水滴智能攝影機(夜視版)[D603]/超強夜視功能/720P/支援雙向通話及對講機功能,$988
周邊館,搖桿,雷蛇Razer Wolverine TE Xbox One 幻影戰狼競技版-Xbox One/ PC/RGB-RZ06-01990100-R3M1,"$4,090"
周邊館,搖桿,微軟Microsoft Xbox 控制器+Windows電腦連接線,"$1,388"
周邊館,搖桿,MSI 小豹AI智慧音箱/微星活動/市價：3799元,"$3,799"
周邊館,搖桿,Microsoft XBOX 控制器 + Windows電腦連接線/GIGABYTE AORUS RTX 活動,"$1,388"
周邊館,電視盒／卡／棒,微軟Microsoft 無線顯示轉接器(新版),"$1,990"
周邊館,電視盒／卡／棒,圓剛 C985 Live Gamer HD遊戲直播擷取卡-Lite版/免電腦擷取1080p/H.264硬壓晶片/即時串流遊戲畫面/支援同步旁白錄製 【福利品出清】,"$2,287"
周邊館,電視盒／卡／棒,圓剛AVerMedia GC570 Live Gamer HD2遊戲直播擷取卡 LGHD2,"$6,290"
周邊館,電視盒／卡／棒,i.shock HDMI WIFI 接收器 /14-WIFI66,$750
周邊館,電視盒／卡／棒,圓剛 GL310 易錄盒/H.264硬壓技術/相容Mac電腦/快照截圖,"$2,690"
周邊館,電視盒／卡／棒,圓剛 C039 DVD EZ Maker 7 H.264 影像擷取棒/快速轉DV.V8.VHS/支援H.264格式轉檔/即時燒錄光碟,"$1,050"
周邊館,電視盒／卡／棒,圓剛AM133外接式收音麥克風/心型單一指向/無須電池隨插即用/專為戶外直播或影片拍攝(VLOG)所設計,"$2,290"
周邊館,電視盒／卡／棒,圓剛AVerMedia LIVE SREAMER 實況組合BO311(遊戲擷取卡/指向性麥克風/高畫質網路攝影機),"$4,980"
周邊館,電視盒／卡／棒,登昌恆UPMOST MPB730 HDMI錄影盒,"$6,696"
周邊館,外接硬碟/隨身碟/記憶卡,43 in 1水晶讀卡機,$69
周邊館,外接硬碟/隨身碟/記憶卡,WD Elements 1TB 2.5吋外接硬碟/備份軟體/2年保(WDBUZG0010BBK-WESN),"$1,550"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra CZ48 64GB 隨身碟/USB3.0/5年保(公司貨),$259
周邊館,外接硬碟/隨身碟/記憶卡,Transcend 1TB 25H3 2.5吋外接硬碟-紫/軍規防震防摔/單鍵自動備份/3年保(TS1TSJ25H3P),"$1,799"
周邊館,外接硬碟/隨身碟/記憶卡,Transcend 1TB 25H3 2.5吋外接硬碟-藍/軍規防震防摔/單鍵自動備份/3年保(TS1TSJ25H3B),"$1,799"
周邊館,外接硬碟/隨身碟/記憶卡,廣鐸Ktnet USB自然人讀卡機,$399
周邊館,外接硬碟/隨身碟/記憶卡,Transcend 2TB 25H3 2.5吋外接硬碟-藍/軍規防震防摔/單鍵自動備份/3年保(TS2TSJ25H3B),"$2,799"
周邊館,外接硬碟/隨身碟/記憶卡,KINYO KCR-352 晶片讀卡機-黑適用網路ATM網路報稅電子錢包手機SIM卡備份,$229
周邊館,外接硬碟/隨身碟/記憶卡,巨蟒 ANACOMDA C1 2TB 2.5吋外接硬碟-銀/鋁合金材質/防水防塵設計/3年保固免費到府收送,"$1,850"
周邊館,外接硬碟/隨身碟/記憶卡,創見JetFlash 700 128GB 隨身碟-黑/USB3.1/5年保 (TS128GJF700),$540
周邊館,外接硬碟/隨身碟/記憶卡,WD My Book 4TB 3.5吋外接硬碟/USB3.0/256位元AES硬體加密功能/3年保 (WDBBGB0040HBK),"$3,100"
周邊館,外接硬碟/隨身碟/記憶卡,ADATA 威剛 UV128 32GB 隨身碟-藍/正推式伸縮無蓋設計/吊飾孔設計/5年保,$195
周邊館,外接硬碟/隨身碟/記憶卡,ADATA 威剛 UV128 32GB 隨身碟-黃/正推式伸縮無蓋設計/吊飾孔設計/5年保,$195
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Cruzer CZ600 128GB 隨身碟/USB3.0/5年保(公司貨),$509
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra Micro SD 32GB記憶卡/讀98MB/無附轉卡(公司貨),$219
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra Micro SD 128GB記憶卡/讀100MB/無附轉卡(公司貨),$579
周邊館,外接硬碟/隨身碟/記憶卡,CyberSLIM U3HUB4 USB3.0 HUB 集線器 4PORT 黑色,$272
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Pro Micro SD 32GB記憶卡/讀:100MB 寫:90MB/附轉卡(公司貨),$399
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Go CZ800 128GB 隨身碟/USB3.1/終身保(公司貨),$990
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme PRO CZ880 128GB 固態隨身碟/USB3.1/鋁合金外殼/終身保(公司貨),"$1,399"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme PRO CZ880 256GB 固態隨身碟/USB3.1/鋁合金外殼/終身保(公司貨),"$2,599"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Book 8TB 3.5吋外接硬碟/USB3.0/256位元AES硬體加密功能/3年保 (WDBBGB0080HBK),"$5,378"
周邊館,外接硬碟/隨身碟/記憶卡,E-books T20 Micro USB 多功能複合式OTG讀卡機,$199
周邊館,外接硬碟/隨身碟/記憶卡,E-books T21 Micro USB+USB雙介面OTG讀卡機,$199
周邊館,外接硬碟/隨身碟/記憶卡,E-books T27 USB3.0超高速多合一讀卡機,$379
周邊館,外接硬碟/隨身碟/記憶卡,E-books T33 晶片ATM+記憶卡複合讀卡機,$379
周邊館,外接硬碟/隨身碟/記憶卡,E-books T34 隨身型40合1四槽讀卡機,$199
周邊館,外接硬碟/隨身碟/記憶卡,希捷Seagate 資料救援卡 2年/內接.外接硬碟.SSD/到府收送,$300
周邊館,外接硬碟/隨身碟/記憶卡,希捷Seagate 資料救援卡 3年/內接.外接硬碟.SSD/到府收送,$480
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HC660 2TB 2.5吋外接硬碟-鈦/超薄設計/鋁合金外殼/3年保,"$1,899"
周邊館,外接硬碟/隨身碟/記憶卡,E-books T35 Type C+USB3.0雙介面OTG讀卡機,$270
周邊館,外接硬碟/隨身碟/記憶卡,Toshiba Canvio Advance V9 1TB 2.5吋外接硬碟-雪白/獨家備份軟體/專屬加密軟體 (HDTC910AW3AA),"$1,899"
周邊館,外接硬碟/隨身碟/記憶卡,Toshiba Canvio Advance V9 1TB 2.5吋外接硬碟-亮黑/獨家備份軟體/專屬加密軟體 (HDTC910AK3AA),"$1,899"
周邊館,外接硬碟/隨身碟/記憶卡,E-books T26 晶片ATM+記憶卡複合讀卡機/ E-PCE136,$299
周邊館,外接硬碟/隨身碟/記憶卡,E-books T37 Type C 多功能複合式OTG讀卡機/E-PCE181,$299
周邊館,外接硬碟/隨身碟/記憶卡,E-books T39 晶片ATM+記憶卡多功能讀卡機/E-PCE191,$399
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV620S 1TB 2.5吋外接硬碟-藍/USB3.1/特殊防撞設計/3年保,"$1,490"
周邊館,外接硬碟/隨身碟/記憶卡,Toshiba Canvio Basics A3 黑靚潮lll 2TB 2.5吋外接硬碟-黑/霧面烤漆外型/內建防震感應裝置(HDTB420AK3AA),"$1,980"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Book 10TB 3.5吋外接硬碟/USB3.0/256位元AES硬體加密功能/3年保 (WDBBGB0100HBK),"$6,990"
周邊館,外接硬碟/隨身碟/記憶卡,WD Elements 2TB 2.5吋外接硬碟/備份軟體/2年保(WDBU6Y0020BBK-WESN),"$1,999"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HD330 4TB 2.5吋外接硬碟-黑/三層防震設計/獨家震動感知技術/3年保,"$2,990"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HD330 4TB 2.5吋外接硬碟-藍/三層防震設計/獨家震動感知技術/3年保,"$3,550"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HD330 2TB 2.5吋外接硬碟-黑/三層防震設計/獨家震動感知技術/3年保,"$2,490"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HD330 2TB 2.5吋外接硬碟-藍/三層防震設計/獨家震動感知技術/3年保,"$2,490"
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 EVO Plus microSDHC 32GB 高速記憶卡/讀:95MB 寫:20MB (MB-MC32GA),$245
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 EVO Plus microSDXC 64GB 高速記憶卡/讀:100MB 寫:60MB (MB-MC64GA),$469
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 EVO Plus microSDXC 128GB 高速記憶卡/讀:100MB 寫:90MB (MB-MC128GA),$630
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 EVO Plus microSDXC 256GB 高速記憶卡/讀:100MB 寫:90MB (MB-MC256GA),"$1,298"
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 PRO Endurance microSDHC 32G 高速記憶卡/讀:100MB 寫:30MB (MB-MJ32GA),$439
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 PRO Endurance microSDHC 64G 高速記憶卡/讀:100MB 寫:30MB (MB-MJ64GA),$799
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 PRO Endurance microSDHC 128G 高速記憶卡/讀:100MB 寫:30MB (MB-MJ128GA),"$1,839"
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 32GB 隨身碟-香檳銀/USB3.1/5年保 (MUF-32BE3),$399
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 32GB 隨身碟-深空灰/USB3.1/5年保 (MUF-32BE4),$399
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV300 5TB 2.5吋外接硬碟-黑/霧面防指紋/震動感知保護技術/3年保,"$4,200"
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 64GB 隨身碟-深空灰/USB3.1/5年保 (MUF-64BE4),$580
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 64GB 隨身碟-香檳銀/USB3.1/5年保 (MUF-64BE3),$580
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 128GB 隨身碟-深空灰/USB3.1/5年保 (MUF-128BE4),$899
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 128GB 隨身碟-香檳銀/USB3.1/5年保 (MUF-128BE3),$899
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 256GB 隨身碟-深空灰/USB3.1/5年保 (MUF-256BE4),"$1,899"
周邊館,外接硬碟/隨身碟/記憶卡,Samsung 三星 BAR PLUS 256GB 隨身碟-香檳銀/USB3.1/5年保 (MUF-256BE3),"$1,899"
周邊館,外接硬碟/隨身碟/記憶卡,Seagate Backup Plus Portable 5TB 2.5吋外接硬碟-冰川藍/鋁質髮絲紋/3年保 (STHP5000402),"$4,388"
周邊館,外接硬碟/隨身碟/記憶卡,Seagate Backup Plus Portable 5TB 2.5吋外接硬碟-櫻桃紅/鋁質髮絲紋/3年保 (STHP5000403),"$4,388"
周邊館,外接硬碟/隨身碟/記憶卡,Transcend ESD350C 240G外接式SSD/讀:1050M/寫:950M/3年保(TS240GESD350C),"$2,580"
周邊館,外接硬碟/隨身碟/記憶卡,Transcend ESD350C 480G外接式SSD/讀:1050M/寫:950M/3年保(TS480GESD350C),"$3,699"
周邊館,外接硬碟/隨身碟/記憶卡,Transcend ESD350C 960G外接式SSD/讀:1050M/寫:950M/3年保(TS960GESD350C),"$5,989"
周邊館,外接硬碟/隨身碟/記憶卡,TCELL 冠元 64GB 4K EVO 璀璨黑金隨身碟/台灣製造MIT/讀:300MB 寫:100MB/終身保 ★鄉民大推★,$620
周邊館,外接硬碟/隨身碟/記憶卡,TCELL 冠元 128GB 4K EVO 璀璨黑金隨身碟/台灣製造MIT/讀:300MB 寫:100MB/終身保 ★鄉民大推★,$880
周邊館,外接硬碟/隨身碟/記憶卡,TCELL 冠元 256GB 4K EVO 璀璨黑金隨身碟/台灣製造MIT/讀:300MB 寫:100MB/終身保 ★鄉民大推★,"$1,590"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV300 1TB 2.5吋外接硬碟-黑/霧面防指紋/震動感知保護技術/3年保,"$1,330"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV300 1TB 2.5吋外接硬碟-白/霧面防指紋/震動感知保護技術/3年保,"$1,330"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV300 1TB 2.5吋外接硬碟-藍/霧面防指紋/震動感知保護技術/3年保,"$1,330"
周邊館,外接硬碟/隨身碟/記憶卡,威剛Adata HV300 1TB 2.5吋外接硬碟-紅/霧面防指紋/震動感知保護技術/3年保,"$1,330"
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SE800 512G外接式SSD-黑/讀:1000M/寫:1000M/3年保,"$3,490"
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SE800 512G外接式SSD-藍/讀:1000M/寫:1000M/3年保,"$3,490"
周邊館,外接硬碟/隨身碟/記憶卡,Seagate Backup Plus Slim 1TB 2.5吋外接硬碟-星鑽銀/鋁質髮絲紋/3年保 (STHN1000401),"$1,750"
周邊館,外接硬碟/隨身碟/記憶卡,Seagate Backup Plus Slim 1TB 2.5吋外接硬碟-香檳金/鋁質髮絲紋/3年保 (STHN1000404),"$1,750"
周邊館,外接硬碟/隨身碟/記憶卡,【促銷】Intel 660P 1TB M.2 PCIe+Awesome USB3.1 Gen2 NVMe PCIe SSD 外接盒(銀),"$4,090"
周邊館,外接硬碟/隨身碟/記憶卡,【促銷】Intel 660P 512G M.2 PCIe+Awesome USB3.1 Gen2 NVMe PCIe SSD 外接盒(銀),"$2,799"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 1TB 2.5吋外接硬碟-黑/超薄設計/自動備份/密碼保護/3年保(WDBYVG0010BBK-WESN),"$1,588"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 1TB 2.5吋外接硬碟-藍/超薄設計/自動備份/密碼保護/3年保(WDBYVG0010BBL-WESN),"$1,588"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 1TB 2.5吋外接硬碟-紅/超薄設計/自動備份/密碼保護/3年保(WDBYVG0010BRD-WESN),"$1,588"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 2TB 2.5吋外接硬碟-黑/超薄設計/自動備份/密碼保護/3年保(WDBYVG0020BBK-WESN),"$2,100"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 2TB 2.5吋外接硬碟-藍/超薄設計/自動備份/密碼保護/3年保(WDBYVG0020BBL-WESN),"$2,100"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 2TB 2.5吋外接硬碟-紅/超薄設計/自動備份/密碼保護/3年保(WDBYVG0020BRD-WESN),"$2,100"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 4TB 2.5吋外接硬碟-黑/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0040BBK-WESN),"$2,990"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 4TB 2.5吋外接硬碟-藍/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0040BBL-WESN),"$2,990"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 4TB 2.5吋外接硬碟-紅/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0040BRD-WESN),"$2,990"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 5TB 2.5吋外接硬碟-黑/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0050BBK-WESN),"$3,880"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 5TB 2.5吋外接硬碟-藍/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0050BBL-WESN),"$3,880"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport 5TB 2.5吋外接硬碟-紅/超薄設計/自動備份/密碼保護/3年保(WDBPKJ0050BRD-WESN),"$3,880"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport Ultra 1TB 2.5吋外接硬碟-炫光銀/金屬質感/Type-C/3年保(WDBC3C0010BSL-WESN),"$2,099"
周邊館,外接硬碟/隨身碟/記憶卡,WD My Passport Ultra 4TB 2.5吋外接硬碟-炫光銀/金屬質感/Type-C/3年保(WDBFTM0040BSL-WESN),"$3,890"
周邊館,外接硬碟/隨身碟/記憶卡,美光Micron Crucial X8 500G外接式SSD/讀:1050M/3年保,"$3,799"
周邊館,外接硬碟/隨身碟/記憶卡,美光Micron Crucial X8 1TB外接式SSD/讀:1050M/3年保,"$5,199"
周邊館,外接硬碟/隨身碟/記憶卡,ADATA 威剛 UV150 32GB 隨身碟-瑪瑙黑/釦接式設計/吊飾孔設計/5年保,$179
周邊館,外接硬碟/隨身碟/記憶卡,ADATA 威剛 UV150 32GB 隨身碟-亮眼紅/釦接式設計/吊飾孔設計/5年保,$179
周邊館,外接硬碟/隨身碟/記憶卡,ADATA 威剛 UV330 32GB 隨身碟-黑/側推式伸縮無蓋設計/吊飾孔設計/5年保,$175
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SC685 500G外接式SSD-黑/讀:530M/寫:460M/3年保,"$2,499"
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SC685 500G外接式SSD-白/讀:530M/寫:460M/3年保,"$2,499"
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SC685 1TB外接式SSD-黑/讀:530M/寫:460M/3年保,"$3,990"
周邊館,外接硬碟/隨身碟/記憶卡,威剛ADATA SC685 1TB外接式SSD-白/讀:530M/寫:460M/3年保,"$3,990"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra USB Type-C 32GB雙用隨身碟 公司貨(SDDDC2),$309
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra Micro SD 16GB記憶卡/讀98MB/無附轉卡(公司貨),$189
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Ultra Micro SD 256GB記憶卡/讀100MB/無附轉卡(公司貨),"$1,199"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Micro SD 128GB 任天堂Switch專用記憶卡/讀:100MB 寫:60MB/附轉卡(公司貨),$999
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Micro SD 256GB 任天堂Switch專用記憶卡/讀:100MB 寫:60MB/附轉卡(公司貨),"$2,099"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Micro SD 64GB 任天堂Switch專用記憶卡/讀:100MB 寫:60MB/附轉卡(公司貨),$549
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Pro Micro SD 64GB記憶卡/讀:170MB 寫:90MB/附轉卡(公司貨),$629
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Pro Micro SD 128GB記憶卡/讀:170MB 寫:90MB/附轉卡(公司貨),"$1,149"
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Pro Micro SD 128GB記憶卡/讀:160MB 寫:90MB/無附轉卡(公司貨),$899
周邊館,外接硬碟/隨身碟/記憶卡,SanDisk Extreme Pro Micro SD 256GB記憶卡/讀:160MB 寫:90MB/無附轉卡(公司貨),"$1,899"
