category1,category2,product,price
Apple旗艦店,iPhone,IPHONE 11 PRO 銀 64G *MWC32TA/A,"$32,700"
Apple旗艦店,iPhone,IPHONE 11 PRO 金 64G *MWC52TA/A,"$32,500"
Apple旗艦店,iPhone,IPHONE 11 PRO 夜幕綠 64G *MWC62TA/A,"$33,200"
Apple旗艦店,iPhone,IPHONE 11 PRO 灰 256G *MWC72TA/A,"$38,500"
Apple旗艦店,iPhone,IPHONE 11 PRO 銀 256G *MWC82TA/A,"$39,500"
Apple旗艦店,iPhone,IPHONE 11 PRO 金 256G *MWC92TA/A,"$38,500"
Apple旗艦店,iPhone,IPHONE 11 PRO 夜幕綠 256G *MWCC2TA/A,"$41,400"
Apple旗艦店,iPhone,IPHONE 11 PRO 灰 512G *MWCD2TA/A,"$48,400"
Apple旗艦店,iPhone,IPHONE 11 PRO 銀 512G *MWCE2TA/A,"$48,400"
Apple旗艦店,iPhone,IPHONE 11 PRO 金 512G *MWCF2TA/A,"$48,400"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 灰 64G *MWHD2TA/A,"$36,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 銀 64G *MWHF2TA/A,"$36,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 金 64G *MWHG2TA/A,"$36,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 夜幕綠 64G *MWHH2TA/A,"$36,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 灰 256G *MWHJ2TA/A,"$41,350"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 銀 256G *MWHK2TA/A,"$41,700"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 金 256G *MWHL2TA/A,"$41,100"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 夜幕綠 256G *MWHM2TA/A,"$42,900"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 灰 512G *MWHN2TA/A,"$47,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 銀 512G *MWHP2TA/A,"$47,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 金 512G *MWHQ2TA/A,"$47,500"
Apple旗艦店,iPhone,IPHONE 11 PRO MAX 夜幕綠 512G *MWHR2TA/A,"$47,500"
Apple旗艦店,iPad,【Apple 蘋果】2018新款iPad Wi-Fi 128GB 平板電腦 9.7吋 金*MRJP2TA/A 歡迎比價,"$12,390"
Apple旗艦店,iPad,【WIFI版】Ipad pro 12.9吋 256G 灰 *MTFL2TA/A,"$36,488"
Apple旗艦店,iPad,【Apple 蘋果】2019新款10.5吋 iPad Air Wi-Fi 64GB 平板電腦 - 金 *MUUL2TA/A 歡迎比價,"$16,900"
Apple旗艦店,iPad,【Apple 蘋果】2019新款10.5吋 iPad Air Wi-Fi 64GB 平板電腦 - 灰 *MUUJ2TA/A,"$16,731"
Apple旗艦店,iPad,【Apple 蘋果】2019新款10.5吋 iPad Air Wi-Fi 256GB 平板電腦 - 金 *MUUT2TA/A 歡迎比價,"$20,367"
Apple旗艦店,iPad,【Apple 蘋果】2019新款10.5吋 iPad Air Wi-Fi 256GB 平板電腦 - 銀 *MUUQ2TA/A 歡迎比價,"$20,367"
Apple旗艦店,iPad,【Apple 蘋果】2019新款10.5吋 iPad Air Wi-Fi 256GB 平板電腦 - 灰 *MUUQ2TA/A 歡迎比價,"$20,367"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad mini Wi-Fi 64GB 平板電腦 7.9吋/ WiFi - 灰 *MUQW2TA/A 歡迎比價,"$12,900"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad mini Wi-Fi 64GB 平板電腦 7.9吋/ WiFi -銀 *MUQX2TA/A 歡迎比價,"$12,900"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad mini Wi-Fi 64GB 平板電腦 7.9吋/ WiFi -金 *MUQY2TA/A 歡迎比價,"$12,900"
Apple旗艦店,iPad,【Apple 蘋果】2019新款 10.5吋 iPad Air Wi-Fi 64GB 平板電腦- 銀 *MUUK2TA/A 歡迎比價,"$16,900"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad mini Wi-Fi 256GB 平板電腦 7.9吋/ WiFi - 灰 *MUU32TA/A 歡迎比價,"$17,184"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad mini Wi-Fi 256GB 平板電腦 7.9吋/ WiFi - 金 *MUU62TA/A,"$17,184"
Apple旗艦店,iPad,【Apple 蘋果】2019 iPad 256GB 平板電腦 7.9吋/ WiFi - 銀 *MUU52TA/A 歡迎比價,"$16,700"
Apple旗艦店,iPad,【LTE版】iPad Wi-Fi + Cellular 32GB 10.2吋 金*MW6D2TA/A,"$14,800"
Apple旗艦店,iPad,【LTE版】iPad Wi-Fi + Cellular 32GB 10.2吋 銀*MW6C2TA/A,"$14,800"
Apple旗艦店,iPad,【LTE版】iPad Wi-Fi + Cellular 128GB 10.2吋 金*MW6G2TA/A,"$17,000"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 128GB 平板電腦 10.2 吋 灰*MW772TA/A,"$13,622"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 128GB 平板電腦 10.2 吋 金*MW792TA/A,"$13,900"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 128GB 平板電腦 10.2 吋 銀*MW782TA/A,"$13,622"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 32GB 平板電腦 10.2 吋 灰*MW742TA/A,"$10,573"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 32GB 平板電腦 10.2 吋 金*MW762TA/A,"$10,573"
Apple旗艦店,iPad,【Apple 蘋果】2019新款iPad Wi-Fi 32GB 平板電腦 10.2 吋 銀*MW752TA/A,"$10,573"
桌上型電腦,桌上型電腦,★分期0利率★華碩 電腦棒 ASUS Vivostick TS10-8356YVA /win10,"$4,890"
桌上型電腦,桌上型電腦,ASROCK 華擎 WiFi+BT(intel 3160晶片) 無線藍芽模組(110/310/A300 配件),$550
桌上型電腦,桌上型電腦,電競鍵盤 MSI Interceptor DS4200★官方活動電競電腦贈品,"$1,990"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BACE-3160 微型準系統(Intel J3160/2.24GHz(4C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$4,390"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BPCE-3350C 微型準系統(Intel N3350/2.4GHz(2C/2T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$4,100"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BKi3HA-7100 微型準系統(Intel I3-7100U/2.4GHz(2C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$10,400"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BKi5HA-7200 微型準系統(Intel I5-7200U/3.1GHz(2C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$13,400"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BKi7HA-7500 微型準系統(Intel I7-7500U/3.5GHz(2C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$16,500"
桌上型電腦,桌上型電腦,華碩 ASUS H-S640MB-I78700017T 桌上型電腦/i7-8700/B360/GTX1050-2G/8G/1TB/DVDRW/讀卡機/Type-C/WiFi/Win10/附鍵盤滑鼠,"$27,888"
桌上型電腦,桌上型電腦,真空隨行杯果汁機(1機2杯組) TECO 東元 XF0603CB#109004,$980
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini PN40-J40YRTA 迷你電腦/J4005/4G/128G SSD/win10/Com Port/附背掛架/一年保,"$11,888"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BRi7H-8550 微型準系統(Intel I7-8550/3.7GHz(4C/8T) Gigabit /11AC/TypeC/HDMI) 不含 HDD RAM 客訂商品,"$15,500"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BRi5H-8250 微型準系統(Intel I5-8250U/3.4GHz(4C/8T) Gigabit /11AC/TypeC/HDMI),"$12,700"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUSPRO D640MA-I78700004R 商用桌上型電腦/i7-8700/B360/8G/1TB/DVDRW/讀卡機/Win10-Pro/附鍵盤滑鼠/3年到府維修服務,"$25,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S640MB-I58400032T 桌上型電腦/i5-8400/B360/GTX1050-2G/8G/1TB/DVDRW/讀卡機/Type-C/WiFi/Win10/附鍵盤滑鼠,"$22,900"
桌上型電腦,桌上型電腦,華碩 ASUS H-S640MB-I58400034T 桌上型電腦/i5-8400/B360/8G/1TB/DVDRW/讀卡機/Type-C/WiFi/Win10/500W/附鍵盤滑鼠,"$18,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini PN60-813YRTA 迷你電腦/i3-8130U/4G/128G M.2/Win10/附背掛架/Com Port/環保標章/一年保,"$15,588"
桌上型電腦,桌上型電腦,Intel NUC 準系統 BOXNUC8I7HVK1(i7-8809G)骷顱頭,"$29,667"
桌上型電腦,桌上型電腦,Intel NUC 準系統 BOXNUC8I7HNK1(i7-8705G)骷顱頭,"$19,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S340MC-I38100025T 桌上型電腦/i3-8100/4G/1TB/DVDRW/WiFi/Win10/附鍵盤滑鼠,"$13,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S340MC-I58400031T 桌上型電腦/i5-8400/GT1030 2G/8G/1TB/W10/Wifi/DVDRW/3年保,"$20,900"
桌上型電腦,桌上型電腦,電競滑鼠 MSI Clutch GM10★官方活動電競電腦贈品,$700
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C810YRTA 迷你電腦/i3-8100/4G/128G SSD/win10/附背掛架/一年保,"$16,888"
桌上型電腦,桌上型電腦,Intel NUC 準系統BOXNUC8i5BEH1 (i5-8259U/HDD.RAM.軟體選購)~現折更便宜~,"$12,888"
桌上型電腦,桌上型電腦,"HTC VIVE 虛擬實境裝置 VR 360度走動式VR市售版【VIVE-ECOBOX】 本產品不開放試用,如有拆封,無法退貨!","$16,800"
桌上型電腦,桌上型電腦,HTC Vive 移動定位器,"$3,499"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS V272UAT-825BA001T 27吋AIO觸控電腦/1920x1080/i5-8250U/4Gx2/1T+128M.2/WiFi/Win10/附鍵盤滑鼠,"$35,888"
桌上型電腦,桌上型電腦,MSI 龍魂束口袋 ★官方活動AIO/Cubi電腦贈品,$350
桌上型電腦,桌上型電腦,MSI 龍魂電競椅★7/1~8/31官方電腦贈品/庫存售出候補指送/客訂單代理商隨貨出,"$12,900"
桌上型電腦,桌上型電腦,ECS 精英 LIVA XE迷你電腦 ( intel J3060、4G、32G),"$5,490"
桌上型電腦,桌上型電腦,ECS 精英 LIVA XE迷你電腦 ( intel J3060、4G、32G、Win10),"$5,890"
桌上型電腦,桌上型電腦,ECS 精英 LIVA Z 迷你電腦 ( intel N3450、4G、32G、Win10),"$6,590"
桌上型電腦,桌上型電腦,ECS 精英 LIVA Z 迷你電腦 ( intel N3450、4G、32G、Win10),"$6,990"
桌上型電腦,桌上型電腦,Intel NUC 準系統 BOXNUC6CAYH(J3455/HDD.RAM.軟體選購),"$4,890"
桌上型電腦,桌上型電腦,ECS 精英 LIVA ZE 迷你電腦 ( intel N3350、4G、32G、Win10、可擴充2.5吋HDD),"$6,490"
桌上型電腦,桌上型電腦,ECS 精英 LIVA Z2 迷你電腦 ( intel N4100、4G、32G、Win10),"$6,890"
桌上型電腦,桌上型電腦,ECS 精英 LIVA Z2V 迷你電腦 ( intel N4000、4G、32G),"$5,890"
桌上型電腦,桌上型電腦,ECS 精英 LIVA Z2V 迷你電腦 ( intel N4000、4G、32G、Win10),"$6,390"
桌上型電腦,桌上型電腦,ECS LIVA X2 雙核零分貝迷你電腦 (Intel J3060、2G、32G、WIN10),"$5,390"
桌上型電腦,桌上型電腦,ECS LIVA X2 雙核零分貝迷你電腦 (Intel J3060、2G、32G),"$4,890"
桌上型電腦,桌上型電腦,ECS LIVA X2 雙核零分貝迷你電腦 (Intel J3060、4G、64G),"$6,790"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BLCE-4105C 微型準系統(Intel J4105/2.5GHz(4C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$4,500"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BLPD-5005 微型準系統(Intel J5005/2.8GHz(4C/4T) Gigabit / 11AC /U3 * 4/HDMI) 不含 HDD RAM 客訂商品,"$5,890"
桌上型電腦,桌上型電腦,技嘉 BRIX GB-BRI3H-8130微型準系統(Intel I3-8130U/2.2GHz(4C/4T) Gigabit /11AC/TypeC/HDMI),"$9,900"
桌上型電腦,桌上型電腦,技嘉 GB-BNi7HG6-1060 VR電競迷你電腦(i7-7700HQ 3.8GHz(4C/8T)/GTX1060/Gigabit / 11AC /U3 * 4/HDMI)不含 RAM、HDD 宿舍打GAME神機對折下殺16999,"$17,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC65-C187TU2AD 迷你電腦/i7-8700T/B360/8G/256G M.2/DVD-RW/win10/附背掛架/一年保,"$27,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC65-C187TU2AD 迷你電腦/i7-8700T/B360/8G/256G SSD/DVD-RW/win10/附背掛架★延長為三年保固,"$28,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C810YRTA 迷你電腦/i3-8100/4G/128G SSD/win10/附背掛架★延長為三年保固,"$16,988"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C840URTA 迷你電腦/i5-8400/8G/128G SSD/win10/附背掛架/一年保,"$20,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C870U2AA 迷你電腦/i7-8700/8G/256G SSD/win10/附背掛架/一年保,"$27,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C840URTA 迷你電腦/i5-8400/8G/128G SSD/win10/附背掛架★延長為三年保固,"$21,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-C870U2AA 迷你電腦/i7-8700/8G/256G SSD/win10/附背掛架★延長為三年保固,"$28,888"
桌上型電腦,桌上型電腦,★分期0利率★宏碁 acer Aspire C27-865 27吋AIO電腦/1920x1080/i5-8250U/M130X 2G/8G/2T+256G M.2/win10★35900↘現折,"$32,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUSPRO D840MA-I78700002R 商用桌上型電腦/i7-8700/Q370/8G/1TB/DVDRW/讀卡機/500W/Win10-Pro/附鍵盤滑鼠/3年到府維修服務,"$28,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-CB3120ZN 商用迷你電腦/i3-8100/8G/1TB/DVDRW/Win10-Pro/附背掛架/三年保,"$19,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS VivoMini VC66-CB5121ZN 商用迷你電腦/i5-8400/8G/1TB/DVDRW/Win10-Pro/附背掛架/三年保,"$22,988"
桌上型電腦,桌上型電腦,戴爾 DELL 3470/3670/3669/3668/3667/3660 SATA SSD 固態硬碟mini 6pin供電線,$95
桌上型電腦,桌上型電腦,ASROCK 華擎 DeskMini 110/310/A300 配件 VESA Mount 後背架,$280
桌上型電腦,桌上型電腦,華碩 搭機加購：Windows SVR STD 2016 ROK 中文標準版 / 90SK0000-MH3AN0 適用：TS100 / TS300 / TS500 / TS700 / RS100 / RS300 / RS500 / RS700 / RS720,"$25,900"
桌上型電腦,桌上型電腦,華碩 搭機加購：Windows 2016 Essential ROK Language Pack 繁中/英文 / 90SK0000-MHRAN0 適用：TS100 / TS300 / RS100 / RS300,"$13,900"
桌上型電腦,桌上型電腦,華碩 搭機加購：8GB DDR4 2666 ECC UDIMM 288P 記憶體 / 90SKM000-M39AN0 適用：Server TS100 / TS300 / 工作站 WS690T / WS690 SFF / GS30,"$5,900"
桌上型電腦,桌上型電腦,華碩 搭機加購：16GB DDR4 2666 ECC UDIMM 288P 記憶體 / 90SKM000-M38AN0 適用：Server TS100 / TS300 / 工作站 WS690T / WS690 SFF / GS30,"$7,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 伺服器 ASUS TS300-E10-PS4 90SF00S1-M00080 直立式/Xeon E-2134/16G/硬碟選購/DVD/500W 80+金牌/系統選購/鍵盤滑鼠/三年隔日到府保固,"$39,888"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Infinite X Plus 9SC-407TW 電競電腦/i7-9700K/RTX2060-6G/Z390/8G/1TB+256G Pcie/WiFi/W10/850W80+/42L,"$54,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 伺服器 ASUS RS100-E10-PI2 90SF00G1-M00320 機架式/Xeon E-2134/8G/硬碟選購/DVD/350W 80+Gold/系統選購/機價套件/三年5*8保固,"$34,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 伺服器 ASUS RS300-E10-PS4 90SF00D1-M00520 機架式/Xeon E-2134/8G/硬碟選購/DVD/400W 80+Gold/系統選購/機價套件/三年5*8保固,"$38,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 電競工作站 ASUS GS30 90SF00V1-M00400 /Xeon E-2144/顯卡選購/16G/1TB/700W 80+金牌/W10pro/3年到府維修服務,"$42,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 電競工作站 ASUS GS30 90SF00V1-M00030 /i7-8700/顯卡選購/16G/2TB/700W 80+金牌/W10pro/3年到府維修服務,"$40,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 電競工作站 ASUS GS30 90SF00V1-M00410 /i7-8700/RTX2070-8G/16G/2TB/700W 80+金牌/W10pro/3年到府維修服務,"$63,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 工作站 ASUS WS690T 90SF00Q1-M05000 /i5-8400/Quadro選購/8G/1TB/DVD-RW/讀卡機/300W 80+/W10pro/3年到府維修服務,"$24,888"
桌上型電腦,桌上型電腦,華碩 搭機加購：NVIDIA Quadro P620 2GB GDDR5 繪圖卡 / 90SKC000-M43AN0 適用：Server TS100 / TS300 / TS500 / TS700 / 工作站 WS860T / WS660T / WS660 SFF / GS30 / WS690 SFF / WS690T / WS880T,"$5,700"
桌上型電腦,桌上型電腦,華碩 搭機加購：NVIDIA Quadro P2000 5GB GDDR5 繪圖卡 / 90SKC000-M27AN0 適用：Server TS100 / TS300 / TS500 / TS700 / 工作站 WS860T / WS660T / GS30 / WS690T / WS880T,"$15,900"
桌上型電腦,桌上型電腦,華碩 搭機加購：NVIDIA Quadro P4000 8GB GDDR5 繪圖卡 / 90SKC000-M26AN0 適用：工作站 WS860T / WS660T / GS30 / WS690T / WS880T,"$29,900"
桌上型電腦,桌上型電腦,ASROCK 華擎 2Port USB2.0 擴充埠 - 限搭華擎主機使用,$200
桌上型電腦,桌上型電腦,MSI 龍魂電競椅★官方螢幕贈品/代理商寄倉指送,"$12,900"
桌上型電腦,桌上型電腦,ASRock華擎 DeskMini A300 專用CPU風扇,$350
桌上型電腦,桌上型電腦,華碩 搭機加購：1TB SATA3 6Gb 7200 rpm(非熱抽) 硬碟 / 90-S000H65B0T 適用：Server TS100-E10-PI4 / TS100-E9-PI4 / RS100-E10-PI2 / RS100-E9-PI2 / 工作站 WS660T / WS660 SFF / WS860T / GS30 / WS690 SFF / WS690T / WS880T,"$2,490"
桌上型電腦,桌上型電腦,★分期0利率★華碩 伺服器 ASUS TS100-E9-PI4 90SV03RA-M88BT0 直立式/Xeon E3-1230v6/8G/硬碟選購/DVD/300W 80+Bronze/系統選購/鍵盤滑鼠/三年隔日到府保固,"$28,888"
桌上型電腦,桌上型電腦,★分期0利率★惠普 HP Z2 G4 TWR 工作站電腦/i7-8700/C246/繪圖卡選購/8G/1TB/DVD-RW/讀卡機/WiFi/500W/Win10-Pro/三年到府維修/4FU52AV#30012191,"$35,900"
桌上型電腦,桌上型電腦,★分期0利率★惠普 HP Z2 G4 TWR 工作站電腦/Xeon E-2124G/C246/繪圖卡選購/8G/1TB/DVD-RW/讀卡機/WiFi/500W/Win10-Pro/三年到府維修/5QG44PA,"$36,900"
桌上型電腦,桌上型電腦,★分期0利率★惠普 HP Z4 G4 工作站電腦/Xeon W-2102/C422/繪圖卡選購/8G/1TB/DVD-RW/讀卡機/WiFi/750W/Win10P-WK/三年到府維修/4UR14PA,"$40,700"
桌上型電腦,桌上型電腦,★分期0利率★惠普 HP Z4 G4 工作站電腦/Xeon W-2123/C422/繪圖卡選購/8G/1TB/DVD-RW/讀卡機/WiFi/1000W/Win10P-WK/三年到府維修/4UR18PA,"$55,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 伺服器 ASUS TS300-E9-PS4 90SV03EA-M34BT0 直立式/Xeon E-1240v6/8G/硬碟選購/DVDRW/500W 80+Bronze/系統選購/鍵盤滑鼠/三年隔日到府保固,"$37,588"
桌上型電腦,桌上型電腦,華碩GS30/WS880T/WS860T/WS690T活動：Intel 660P 512G M.2 SSD 固態硬碟/90SKH000-MA5AN0,"$3,990"
桌上型電腦,桌上型電腦,★分期0利率★華碩 工作站 ASUS WS690T 90SF00Q1-M00930 /Xeon E-2144G/Quadro選購/8G/1TB/DVD-RW/讀卡機/500W 80+Gold/W10P-WK/3年到府維修服務,"$35,888"
桌上型電腦,桌上型電腦,ASUS W2500無線鍵盤組★1/10-2/20官方活動指定款贈品需請客戶上官網登錄完成後由原廠發給客戶,"$1,188"
桌上型電腦,桌上型電腦,HTC VIVE PRO HMD 頭帶式顯示器及串流盒,"$24,988"
桌上型電腦,桌上型電腦,HTC VIVE PRO 一級玩家整組完整版,"$46,000"
桌上型電腦,桌上型電腦,HTC VIVE PRO Start Kit 一級玩家版,"$34,188"
桌上型電腦,桌上型電腦,HTC VIVE Focus 家用版,"$18,900"
桌上型電腦,桌上型電腦,HTC VIVE wireless-adapter 無線模組,"$9,450"
桌上型電腦,桌上型電腦,HTC VIVE Wireless Adaptor Pro add-on VIVE PRO套件,"$2,150"
桌上型電腦,桌上型電腦,HTC VIVE Base Station VIVE基地台,"$3,990"
桌上型電腦,桌上型電腦,HTC VIVE Controller VIVE控制器,"$3,990"
桌上型電腦,桌上型電腦,HTC VIVE Control Box VIVE串流盒,$990
桌上型電腦,桌上型電腦,HTC VIVE Control Box VIVE串流盒二代(2018),"$1,090"
桌上型電腦,桌上型電腦,華碩 ASUS H-S340MC-I59400005T 桌上型電腦/i5-9400/8G/1TB/DVDRW/WiFi/Win10/附鍵盤滑鼠,"$18,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S340MC-I59400004T 桌上型電腦/i5-9400/GT1030-2G/8G/1TB+256G M.2/DVDRW/WiFi/Win10/附鍵盤滑鼠,"$23,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S340MC-I59400003T 桌上型電腦/i5-9400/GTX1050-2G/8G/1TB+256G M.2/DVDRW/WiFi/Win10/附鍵盤滑鼠,"$24,900"
桌上型電腦,桌上型電腦,華碩 ASUS H-S641MD-I59400003T 桌上型電腦/i5-9400/B360/8G/1T+256G M.2/DVDRW/讀卡機/Type-C/WiFi/Win10/附鍵盤滑鼠,"$21,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Infinite A 9SH-801TW 電競電腦/i7-9700F/GTX1660 6G/8G/1TB+256G M.2/DVDRW/WiFi/Win10/42L,"$41,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS V241ICGK-813BA001T 23.8吋AIO電腦/1920x1080/i3-8130U/930MX-2G/4G/1T/WiFi/Win10/附鍵盤滑鼠,"$21,888"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS V272UNK-825BA001T 27吋AIO電腦/1920x1080/i5-8250U/4Gx2/MX150-2G/1T+128M.2/WiFi/Win10/附鍵盤滑鼠,"$34,888"
桌上型電腦,桌上型電腦,華碩TS100/RS100活動：1TB SATA3 6Gb 7200轉(非熱抽)/90-S000H65B0T,"$2,490"
桌上型電腦,桌上型電腦,★分期0利率★戴爾 DELL Inspiron 3470-R3508STW 小型桌上型電腦/i5-9400/H370/8G/1TB/WiFi/Win10/附鍵盤滑鼠/3年到府維修服務★新規上市,"$16,990"
桌上型電腦,桌上型電腦,MSI 微星 Aegis3 9-004BTW-B59400SX 準系統(I5-9400F/B360/SODIMM/M.2/450W 80+/支援29.5顯示卡),"$22,900"
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUSPRO D340MC-I59400002R 商用桌上型電腦/i5-9400/8G/1TB/DVDRW/Win10-Pro/附鍵盤滑鼠/3年到府維修服務,"$21,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Trident A 9SH-235TW 電競電腦/i5-9400F/GTX1660-6G/B360/8G/1TB+256G PCIe/WiFi/Win10/10L,"$33,500"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Trident 3 9SH-427TW 電競電腦/i7-9700F/GTX1660-6G/8G/1TB+256G M.2/WiFi/Win10/4.72L,"$37,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Trident 3 Arctic 9SH-428TW 電競電腦/i7-9700F/GTX1660-6G/8G/512G M.2/WiFi/Win10/4.72L/白,"$37,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Infinite 9SA-820TW 電競電腦/i7-9700F/GTX1650-4G/8G/1TB+256G M.2/DVDRW/WiFi/Win10/42L,"$36,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Infinite S 9SH-045TW 電競電腦/i7-9700F/GTX1660-6G/8G/1TB+256G M.2/WiFi/Win10/10L,"$43,900"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Prestige PE130 9-023TW 繪圖設計電腦/i5-9400F/Quadro P620/8G/1TB+256G SSD/WiFi/Win10/13L★新款上市,"$35,888"
桌上型電腦,桌上型電腦,★分期0利率★微星 MSI Prestige PE130 9-023TW 繪圖設計電腦/i5-9400F/Quadro P1000/8G/1TB+256G SSD/WiFi/Win10/13L★新款上市,"$38,900"
桌上型電腦,桌上型電腦,★分期0利率★宏碁 acer Nitro N50-600 電競電腦/i5-9400/GTX1660Ti-6G/16G/1TB+256G M.2/DVDRW/讀卡機/Win10/500W/DG.E0HTA.014/含電競鍵盤滑鼠★新規上市,"$34,900"
桌上型電腦,桌上型電腦,華碩 搭機加購：PC硬碟托架 2nd HDD tray 不含SATA線 / 90PF0000-P00100 適用機種：BM1/D830/D630MT/D840/D640/D540MA系列,$80
桌上型電腦,桌上型電腦,★分期0利率★華碩 ASUS H-S340MC-I58400095T 桌上型電腦/i5-8400/8G/256G M.2/DVDRW/WiFi/Win10/附鍵盤滑鼠,"$18,900"
桌上型電腦,桌上型電腦,★分期0利率★宏碁 acer Predator Orion 5000 PO5-610 電競電腦/i7-9700K/RTX2080-8G/32G/2TB+512G M.2/DVDRW/讀卡機/WiFi/1000W/Win10/附電競鍵盤滑鼠/DG.E17TA.003★新機上市,"$89,888"
桌上型電腦,桌上型電腦,★分期0利率★宏碁 acer Predator Orion 5000 PO5-610 電競電腦/i7-9700K/RTX2070-8G/32G/2TB+256G M.2/DVDRW/讀卡機/WiFi/730W/Win10/附電競鍵盤滑鼠/DG.E17TA.004★新機上市,"$78,888"
